PurchaseID;PurchaseNumber;SupplierID;TransactionDate;PaymentTypeID;Deadline;Remarks;CreatedDate;CreatedBy;ModifiedDate;ModifiedBy
874;VK-1502475;12;2015-03-12;1;;;2018-08-21;Admin1;;
875;vk-1404781;12;2014-04-04;1;;;2018-08-21;Admin1;;
876;SP-1404922;12;2014-05-09;1;;;2018-08-21;Admin1;;
877;VK-1411531;12;2014-05-09;1;;;2018-08-21;Admin1;;
878;VK1603036;12;2016-03-07;1;;;2018-08-21;Admin1;;
879;034349/15;6;2015-04-30;1;;;2018-08-21;Admin1;;
880;1361;20;2013-07-11;1;;;2018-08-21;Admin1;;
881;NOTA KETINGGALAN;20;2013-07-01;1;;;2018-08-21;Admin1;;
882;C0666;20;2015-01-02;1;;;2018-08-21;Admin1;;
883;3468;20;2014-04-14;1;;;2018-08-21;Admin1;;
884;1631;20;2014-04-14;1;;;2018-08-21;Admin1;;
885;1293;20;2014-04-14;1;;;2018-08-21;Admin1;;
886;T14816;20;2016-08-14;1;;;2018-08-21;Admin1;;
887;T30816;20;2016-09-30;1;;;2018-08-21;Admin1;;
888;T300916;20;2016-09-30;1;;;2018-08-21;Admin1;;
889;1274;20;2014-02-16;1;;;2018-08-21;Admin1;;
890;963;20;2014-02-16;1;;;2018-08-21;Admin1;;
891;A1495;20;2014-06-17;1;;;2018-08-21;Admin1;;
892;C0273;20;2014-11-18;1;;;2018-08-21;Admin1;;
893;D0712;20;2014-11-18;1;;;2018-08-21;Admin1;;
894;1277;20;2014-02-21;1;;;2018-08-21;Admin1;;
895;1806;20;2013-07-21;1;;;2018-08-21;Admin1;;
896;1805;20;2013-07-21;1;;;2018-08-21;Admin1;;
897;1728;20;2016-04-24;1;;;2018-08-21;Admin1;;
898;300;20;2016-04-24;1;;;2018-08-21;Admin1;;
899;1921;20;2014-02-28;1;;;2018-08-21;Admin1;;
900;1061;20;2014-02-28;1;;;2018-08-21;Admin1;;
901;326;20;2013-10-29;1;;;2018-08-21;Admin1;;
902;t291013;20;2013-10-29;1;;;2018-08-21;Admin1;;
903;B160;20;2014-03-09;1;;;2018-08-21;Admin1;;
904;33777;20;2015-03-06;1;;;2018-08-21;Admin1;;
905;B785;20;2014-07-08;1;;;2018-08-21;Admin1;;
906;VR16020683;23;2016-02-17;1;;;2018-08-21;Admin1;;
907;VR16030577;23;2016-03-18;1;;;2018-08-21;Admin1;;
908;VR16030678;23;2016-03-18;1;;;2018-08-21;Admin1;;
909;VR16030898;23;2016-03-24;1;;;2018-08-21;Admin1;;
910;VR16030899;23;2016-03-24;1;;;2018-08-21;Admin1;;
911;VR16020257;23;2016-02-05;1;;;2018-08-21;Admin1;;
912;VR16020256;23;2016-02-05;1;;;2018-08-21;Admin1;;
913;F0335;20;2015-04-20;1;;;2018-08-21;Admin1;;
914;bmm250613;36;2013-06-25;1;;;2018-08-21;Admin1;;
915;mm10816;15;2006-10-08;1;;;2018-08-21;Admin1;;
916;MM22217;15;2017-02-22;1;;;2018-08-21;Admin1;;
917;BMM25613;36;2013-06-25;1;;;2018-08-21;Admin1;;
918;41432;36;2013-06-07;1;;;2018-08-21;Admin1;;
919;JT_18116;5;2016-01-18;1;;;2018-08-21;Admin1;;
920;JT0089796;5;2016-12-02;1;;;2018-08-21;Admin1;;
921;JT0089729;5;2016-12-02;1;;;2018-08-21;Admin1;;
922;JT0089730;5;2016-12-02;1;;;2018-08-21;Admin1;;
923;FJ1507-000322-D;5;2015-07-06;1;;;2018-08-21;Admin1;;
924;JT-0042421;5;2015-02-21;1;;;2018-08-21;Admin1;;
925;FD0124909;5;2014-08-14;1;;;2018-08-21;Admin1;;
926;JT 026798;5;2013-12-19;1;;;2018-08-21;Admin1;;
927;F0120944;5;2014-05-19;1;;;2018-08-21;Admin1;;
928;FJI1307-001133;5;2013-07-22;1;;;2018-08-21;Admin1;;
929;FJI309-001365;5;2013-09-25;1;;;2018-08-21;Admin1;;
930;JT62551;5;2016-03-26;1;;;2018-08-21;Admin1;;
931;1297;2;2018-05-02;1;;;2018-08-21;Admin1;;
932;menyanan;38;2016-08-11;1;;;2018-08-21;Admin1;;
933;jt281114;5;2014-11-28;1;;;2018-08-21;Admin1;;
934;JT 36958;5;2014-11-28;1;;;2018-08-21;Admin1;;
935;JT 42900;5;2015-02-28;1;;;2018-08-21;Admin1;;
936;fj1609-002964-F;5;2016-09-29;1;;;2018-08-21;Admin1;;
937;FSUR-00001;5;2015-10-29;1;;;2018-08-21;Admin1;;
938;FJI1310-001629;5;2013-10-30;1;;;2018-08-21;Admin1;;
939;F0120216;5;2014-05-03;1;;;2018-08-21;Admin1;;
940;JT62552;5;2016-04-06;1;;;2018-08-21;Admin1;;
941;JT069390;5;2016-04-06;1;;;2018-08-21;Admin1;;
942;JT7516;5;2015-05-07;1;;;2018-08-21;Admin1;;
943;JT 27806;5;2014-01-08;1;;;2018-08-21;Admin1;;
944;JTC18816;5;2016-08-18;1;;;2018-08-21;Admin1;;
945;MBL-S116K-0536/SUG;4;2016-11-16;1;;;2018-08-21;Admin1;;
946;OM4816;4;2016-04-08;1;;;2018-08-21;Admin1;;
947;MBL.SI17I-0051/SUG;4;2017-09-05;1;;;2018-08-21;Admin1;;
948;11180201482;8;2018-02-13;1;;;2018-08-21;Admin1;;
949;AJM9217;7;2017-02-09;1;;;2018-08-21;Admin1;;
950;FA3-15-1221/002;29;2015-12-21;1;;;2018-08-21;Admin1;;
951;GM211216;14;2016-12-21;1;;;2018-08-21;Admin1;;
952;1550;22;2015-02-06;1;;;2018-08-21;Admin1;;
953;2063;22;2015-03-25;1;;;2018-08-21;Admin1;;
954;2261;22;2015-04-14;1;;;2018-08-21;Admin1;;
955;2191;22;2015-04-08;1;;;2018-08-21;Admin1;;
956;1681;22;2015-02-18;1;;;2018-08-21;Admin1;;
957;MA5117;31;2017-01-05;1;;;2018-08-21;Admin1;;
958;12180200679;8;2018-02-13;1;;;2018-08-21;Admin1;;
959;RJL 0003255;18;2015-11-10;1;;;2018-08-21;Admin1;;
960;RJM;18;19 0CTO 2016;1;;;2018-08-21;Admin1;;
961;RJ191216;18;2016-12-19;1;;;2018-08-21;Admin1;;
962;PJL0007127;18;2016-04-08;1;;;2018-08-21;Admin1;;
963;095501/17;6;2017-09-22;1;;;2018-08-21;Admin1;;
964;SN251017;6;2017-10-25;1;;;2018-08-21;Admin1;;
965;SR2118;21;2018-01-02;1;;;2018-08-21;Admin1;;
966;SB161216;39;2016-12-16;1;;;2018-08-21;Admin1;;
967;SB191215_1;39;2015-12-19;1;;;2018-08-21;Admin1;;
968;SB191215_2;39;2015-12-19;1;;;2018-08-21;Admin1;;
969;SB191215_3;39;2015-12-19;1;;;2018-08-21;Admin1;;
970;SB191215_4;39;2015-12-19;1;;;2018-08-21;Admin1;;
971;SB191215_5;39;2015-12-19;1;;;2018-08-21;Admin1;;
972;SB6116_1;39;2016-01-06;1;;;2018-08-21;Admin1;;
973;SB6116_2;39;2016-01-06;1;;;2018-08-21;Admin1;;
974;SB6116_3;39;2016-01-06;1;;;2018-08-21;Admin1;;
975;SHB4416;39;2016-04-04;1;;;2018-08-21;Admin1;;
976;VK-1500840;12;2015-01-23;1;;;2018-08-21;Admin1;;
977;SP27214;12;2014-02-27;1;;;2018-08-21;Admin1;;
978;VK 1501151;12;2015-01-30;1;;;2018-08-21;Admin1;;
979;SP 15000419;12;2015-01-30;1;;;2018-08-21;Admin1;;
980;HH100;20;2016-04-10;1;;;2018-08-21;Admin1;;
981;T14216;20;2016-02-14;1;;;2018-08-21;Admin1;;
982;385;20;2014-01-02;1;;;2018-08-21;Admin1;;
983;3361;22;2017-12-04;1;;;2018-08-21;Admin1;;
984;2574;22;2017-09-11;1;;;2018-08-21;Admin1;;
985;4037;22;2018-02-12;1;;;2018-08-21;Admin1;;
986;3130;22;2017-11-13;1;;;2018-08-21;Admin1;;
987;10111;22;2014-08-14;1;;;2018-08-21;Admin1;;
988;8137;22;2013-12-18;1;;;2018-08-21;Admin1;;
989;8417;22;2014-01-22;1;;;2018-08-21;Admin1;;
990;3834;22;2018-01-22;1;;;2018-08-21;Admin1;;
991;4139;22;2018-02-23;1;;;2018-08-21;Admin1;;
992;4456;22;2018-03-24;1;;;2018-08-21;Admin1;;
993;1181;22;2017-05-02;1;;;2018-08-21;Admin1;;
994;1103;22;2014-12-29;1;;;2018-08-21;Admin1;;
995;8463;22;2014-01-30;1;;;2018-08-21;Admin1;;
996;8990;22;2014-04-10;1;;;2018-08-21;Admin1;;
997;8726;22;2014-05-06;1;;;2018-08-21;Admin1;;
998;9501;22;2014-06-10;1;;;2018-08-21;Admin1;;
999;TR19817;20;2017-08-19;1;;;2018-08-21;Admin1;;
